OBJECTID,gbifID,accessRights,bibliographicCitation,identifier,language,license,modified,references,rights,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,reproductiveCondition,occurrenceStatus,preparations,disposition,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,previousIdentifications,materialSampleID,eventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinateSystem,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identificationQualifier,identifiedBy,dateIdentified,identificationVerificationStatus,identificationRemarks,taxonID,higherClassification,kingdom,phylum,class,taxonomic_order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,genericName,acceptedScientificName,verbatimScientificName,protocol,lastParsed,lastCrawled,repatriated,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,scientificName,iucnRedListCategory
333,3408216467,,,87912551,,CC_BY_NC_4_0,2021-11-02T20:09:10Z,https://www.inaturalist.org/observations/87912551,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/87912551,87912551,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-07-20 13:44:35,21:44:35Z,,,2021,7,20,Tue Jul 20 2021 13:44:35 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.130543,-149.646389,5,,,,,,,,192777556,,billsherwonit,2021-07-20 21:44:45,,,47700,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,erianthum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:12:15.415Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2890394,2890394,6,7707728,220,624,4676,2889949,2890394,Geranium erianthum,Geranium,Geranium erianthum DC.,Geranium erianthum,DWC_ARCHIVE,2022-03-15T19:12:15.415Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Geranium erianthum DC.,NE
334,3408216449,,,84224787,,CC_BY_NC_4_0,2021-11-02T06:32:50Z,https://www.inaturalist.org/observations/84224787,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84224787,84224787,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 12:38:58,20:38:58Z,,,2021,6,23,Wed Jun 23 2021 12:38:58 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.12931,-149.683957,10,,,,,,,,185538879,,billsherwonit,2021-06-23 20:39:07,,,52821,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,millefolium,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:42:59.581Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3120060,3120060,6,7707728,220,414,3065,3119995,3120060,Achillea millefolium,Achillea,Achillea millefolium L.,Achillea millefolium,DWC_ARCHIVE,2022-03-15T18:42:59.581Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Achillea millefolium L.,LC
335,3408215534,,,93546751,,CC_BY_NC_4_0,2021-11-05T06:52:34Z,https://www.inaturalist.org/observations/93546751,,frankiecoburn,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/93546751,93546751,,frankiecoburn,,,PRESENT,,,,,,,,,,,,2021-08-27 15:55:49,01:55:49Z,,,2021,8,27,8/27/21 15:55,,,,US,Alaska,,,,"Anchorage, AK 99516, USA",,,,,61.104639,-149.682678,,,,,,,,,218272451,,Glenn Brown,2021-11-03 5:28:40,,,142791,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,lasiocarpa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:32.944Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5411731,5411731,6,7707728,220,414,8801,3161935,5411731,Campanula lasiocarpa,Campanula,Campanula lasiocarpa Cham.,Campanula lasiocarpa,DWC_ARCHIVE,2022-03-15T18:43:32.944Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Campanula lasiocarpa Cham.,NE
336,3408215506,,,90824939,,CC_BY_NC_4_0,2021-11-03T23:02:40Z,https://www.inaturalist.org/observations/90824939,,sidmaurer,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/90824939,90824939,,sidmaurer,,,PRESENT,,,,,,,,,,,,2021-08-11 13:54:35,21:54:35Z,,,2021,8,11,Wed Aug 11 2021 13:54:35 GMT -0800 (AKDT),,,,US,Alaska,,,,Anchorage,,,,,61.405434,-149.392883,4,,,,,,,,198608817,,sidmaurer,2021-08-11 21:56:01,,,79153,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,multiradiata,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:11:47.219Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5389132,5389132,6,7707728,220,414,3065,5388868,5389132,Solidago multiradiata,Solidago,Solidago multiradiata Aiton,Solidago multiradiata,DWC_ARCHIVE,2022-03-15T19:11:47.219Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Solidago multiradiata Aiton,NE
337,3408215491,,,89107757,,CC_BY_NC_4_0,2021-11-03T05:55:47Z,https://www.inaturalist.org/observations/89107757,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/89107757,89107757,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-07-29 12:15:20,20:15:20Z,,,2021,7,29,Thu Jul 29 2021 12:15:20 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.004916,-149.570573,5,,,,,,,,195129889,,billsherwonit,2021-07-29 20:15:32,,,61470,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,minor,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:11:39.579Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3172043,3172043,6,7707728,220,408,6651,3172042,3172043,Rhinanthus minor,Rhinanthus,Rhinanthus minor L.,Rhinanthus minor,DWC_ARCHIVE,2022-03-15T19:11:39.579Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rhinanthus minor L.,NE
338,3408213439,,,83227124,,CC_BY_4_0,2021-11-01T06:59:30Z,https://www.inaturalist.org/observations/83227124,,Brooke Smith,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/83227124,83227124,,Brooke Smith,,,PRESENT,,,,,,,,,,,,2021-06-15 15:14:57,23:14:57Z,,,2021,6,15,Tue Jun 15 2021 15:14:57 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.246972,-149.532883,5,,,,,,,,183589564,,Brooke Smith,2021-06-16 5:11:31,,,881556,,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Anemonastrum,narcissiflorum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:10:08.582Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8870733,8870733,6,7707728,220,399,2410,7277728,8870733,Anemonastrum narcissiflorum,Anemonastrum,Anemonastrum narcissiflorum (L.) Holub,Anemonastrum narcissiflorum,DWC_ARCHIVE,2022-03-15T19:10:08.582Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Anemonastrum narcissiflorum (L.) Holub,NE
339,3408212445,,,87920173,,CC_BY_NC_4_0,2021-11-03T05:32:33Z,https://www.inaturalist.org/observations/87920173,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/87920173,87920173,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-07-20 14:47:38,22:47:38Z,,,2021,7,20,Tue Jul 20 2021 14:47:38 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.13095,-149.65154,315,,,,,,,,192857012,,Boris Bolshakov,2021-07-21 3:23:19,,,64714,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,uliginosum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:11.915Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8073364,8073364,6,7707728,220,1353,2505,2882813,8073364,Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum L.,Vaccinium uliginosum,DWC_ARCHIVE,2022-03-15T18:43:11.915Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Vaccinium uliginosum L.,NE
340,3408212439,,,87425353,,CC_BY_NC_4_0,2021-11-02T20:07:42Z,https://www.inaturalist.org/observations/87425353,,dog-ma,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/87425353,87425353,,dog-ma,,,PRESENT,,,,,,,,,,,,2021-07-15 12:24:44,20:24:44Z,,,2021,7,15,Thu Jul 15 2021 12:24:44 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.443325,-149.213578,14,,,,,,,,191807847,,dog-ma,2021-07-17 17:21:09,,,68886,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,acaulis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:07.563Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5384754,5384754,6,7707728,220,422,2518,3085897,5384754,Silene acaulis,Silene,Silene acaulis (L.) Jacq.,Silene acaulis,DWC_ARCHIVE,2022-03-15T18:43:07.563Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Silene acaulis (L.) Jacq.,NE
341,3408211469,,,85247655,,CC_BY_NC_4_0,2021-11-02T07:54:25Z,https://www.inaturalist.org/observations/85247655,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85247655,85247655,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-07-01 11:32:03,19:32:03Z,,,2021,7,1,Thu Jul 01 2021 11:32:03 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.103522,-149.676627,5,,,,,,,,187566251,,billsherwonit,2021-07-01 19:32:14,,,78540,,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,alpinum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:09:21.519Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,8952395,8952395,6,7707728,196,1369,3073,2706001,8952395,Phleum alpinum,Phleum,Phleum alpinum L.,Phleum alpinum,DWC_ARCHIVE,2022-03-15T19:09:21.519Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Phleum alpinum L.,LC
342,3408209485,,,89419318,,CC_BY_NC_4_0,2021-11-03T22:53:20Z,https://www.inaturalist.org/observations/89419318,,stephaninny,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/89419318,89419318,,stephaninny,,,PRESENT,,,,,,,,,,,,2021-07-31 17:05:37,01:05:37Z,,,2021,7,31,Sat Jul 31 2021 17:05:37 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.223708,-149.266297,4,,,,,,,,195788297,,stephaninny,2021-08-01 1:44:28,,,47700,,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,erianthum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:22:53.828Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2890394,2890394,6,7707728,220,624,4676,2889949,2890394,Geranium erianthum,Geranium,Geranium erianthum DC.,Geranium erianthum,DWC_ARCHIVE,2022-03-15T19:22:53.828Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Geranium erianthum DC.,NE
343,3408209448,,,84452969,,CC_BY_NC_4_0,2021-11-02T06:38:32Z,https://www.inaturalist.org/observations/84452969,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84452969,84452969,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-25 10:36:23,18:36:23Z,,,2021,6,25,Fri Jun 25 2021 10:36:23 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.143259,-149.690359,5,,,,,,,,185998702,,billsherwonit,2021-06-25 18:36:43,,,130220,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,pedatus,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:03:28.330Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2993074,2993074,6,7707728,220,691,5015,2988638,2993074,Rubus pedatus,Rubus,Rubus pedatus Sm.,Rubus pedatus,DWC_ARCHIVE,2022-03-15T19:03:28.330Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Rubus pedatus Sm.,LC
344,3408208505,,,90967350,,CC_BY_NC_4_0,2021-11-03T23:09:37Z,https://www.inaturalist.org/observations/90967350,,C.S.Yampae,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/90967350,90967350,,C.S.Yampae,,,PRESENT,,,,,,,,,,,,2021-08-12 13:25:11,21:25:11Z,,,2021,8,12,Thu Aug 12 2021 13:25:11 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.254588,-149.512437,16,,,,,,,,198962142,,David,2021-08-13 12:57:08,,,78793,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Pyrola,asarifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:56:14.030Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888271,2888271,6,7707728,220,1353,2505,2888249,2888271,Pyrola asarifolia,Pyrola,Pyrola asarifolia Michx.,Pyrola asarifolia,DWC_ARCHIVE,2022-03-15T18:56:14.030Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Pyrola asarifolia Michx.,NE
345,3408207530,,,94276256,,CC_BY_NC_4_0,2021-11-05T19:11:13Z,https://www.inaturalist.org/observations/94276256,,cmaci,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/94276256,94276256,,cmaci,,,PRESENT,,,,,,,,,,,,2021-09-09 13:13:44,21:13:44Z,,,2021,9,9,Thu Sep 09 2021 13:13:44 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.209672,-149.262712,4,,,,,,,,218710628,,M. Goff,2021-11-05 7:19:20,,,225797,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Nephromataceae,Nephroma,arcticum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:31.252Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2601181,2601181,5,95,180,1055,8374,2601179,2601181,Nephroma arcticum,Nephroma,Nephroma arcticum (L.) Torss.,Nephroma arcticum,DWC_ARCHIVE,2022-03-15T18:43:31.252Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Nephroma arcticum (L.) Torss.,NE
346,3408207456,,,85436946,,CC_BY_NC_4_0,2021-11-02T19:36:50Z,https://www.inaturalist.org/observations/85436946,,hbrewster,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/85436946,85436946,,hbrewster,,,PRESENT,,,,,,"I IDed as Hieracium triste, Wooly Hawkweed in Pojar & MacKinnon- Alpine Plants of the Northwest. I think this is the same thing, please correct me if I’m wrong.",,,,,,2021-07-02 16:00:45,00:00:45Z,,,2021,7,2,Fri Jul 02 2021 16:00:45 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.0992,-149.683595,4,,,,,,,,187933195,,hbrewster,2021-07-03 7:18:57,,,780652,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,tristis,,SPECIES,,,,SYNONYM,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:23:10.549Z,,,,StillImage,TRUE,FALSE,4229793,8064139,6,7707728,220,414,3065,3134951,8064139,Hieracium triste,Pilosella,Hieracium triste Willd. ex Spreng.,Pilosella tristis,DWC_ARCHIVE,2022-03-15T19:23:10.549Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Pilosella tristis (Willd. ex Spreng.) F.W.Schultz & Sch.Bip.,NE
347,3408206460,,,84212550,,CC_BY_NC_4_0,2021-11-02T06:30:33Z,https://www.inaturalist.org/observations/84212550,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84212550,84212550,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-23 10:55:36,18:55:36Z,,,2021,6,23,Wed Jun 23 2021 10:55:36 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.142781,-149.709142,5,,,,,,,,185516253,,billsherwonit,2021-06-23 18:55:45,,,57824,,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,racemosa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:59:11.552Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2888723,2888723,6,7707728,220,946,2510,2888721,2888723,Sambucus racemosa,Sambucus,Sambucus racemosa L.,Sambucus racemosa,DWC_ARCHIVE,2022-03-15T18:59:11.552Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Sambucus racemosa L.,LC
348,3408205496,,,88589729,,CC_BY_NC_4_0,2021-11-03T05:40:33Z,https://www.inaturalist.org/observations/88589729,,schleifandrew,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/88589729,88589729,,schleifandrew,,,PRESENT,,,,,,,,,,,,2021-07-24 1:06:00,01:06:00Z,,,2021,7,24,7/23/21 17:06,,,,US,Alaska,,,,"Anchorage County, US-AK, US",,,,,61.404103,-149.102559,3,,,,,,,,194440653,,pynklynx,2021-07-27 3:27:43,,,163253,,Plantae,Tracheophyta,Magnoliopsida,Santalales,Comandraceae,Geocaulon,lividum,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T18:43:05.022Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,2889770,2889770,6,7707728,220,934,4936000,2889769,2889770,Geocaulon lividum,Geocaulon,Geocaulon lividum (Richardson) Fernald,Geocaulon lividum,DWC_ARCHIVE,2022-03-15T18:43:05.022Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Geocaulon lividum (Richardson) Fernald,LC
349,3408205474,,,84799355,,CC_BY_NC_4_0,2021-11-02T07:38:45Z,https://www.inaturalist.org/observations/84799355,,andyeth32,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84799355,84799355,,andyeth32,,,PRESENT,,,,,,,,,,,,2021-06-27 15:09:59,23:09:59Z,,,2021,6,27,Sun Jun 27 2021 15:09:59 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.103181,-149.65985,8,,,,,,,,186629143,,andyeth32,2021-06-28 2:04:25,,,160226,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,unalaschcensis,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:02:24.770Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,3170721,3170721,6,7707728,220,408,6651,3170565,3170721,Castilleja unalaschcensis,Castilleja,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,Castilleja unalaschcensis,DWC_ARCHIVE,2022-03-15T19:02:24.770Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Castilleja unalaschcensis (Cham. & Schltdl.) Malte,NE
350,3408203464,,,84799673,,CC_BY_NC_4_0,2021-11-02T07:38:49Z,https://www.inaturalist.org/observations/84799673,,boldenowml,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84799673,84799673,,boldenowml,,,PRESENT,,,,,,,,,,,,2021-06-27 13:56:29,21:56:29Z,,,2021,6,27,Sun Jun 27 2021 13:56:29 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.050697,-149.677505,10,,,,,,,,186629795,,boldenowml,2021-06-28 2:07:23,,,142791,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,lasiocarpa,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:22:56.262Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5411731,5411731,6,7707728,220,414,8801,3161935,5411731,Campanula lasiocarpa,Campanula,Campanula lasiocarpa Cham.,Campanula lasiocarpa,DWC_ARCHIVE,2022-03-15T19:22:56.262Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Campanula lasiocarpa Cham.,NE
351,3408203461,,,84464971,,CC_BY_NC_4_0,2021-11-02T06:41:41Z,https://www.inaturalist.org/observations/84464971,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84464971,84464971,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-25 12:13:50,20:13:50Z,,,2021,6,25,Fri Jun 25 2021 12:13:50 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.134906,-149.64574,5,,,,,,,,186019785,,billsherwonit,2021-06-25 20:14:09,,,119892,,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Andromeda,polifolia,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:06:22.613Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5333413,5333413,6,7707728,220,1353,2505,2882786,5333413,Andromeda polifolia,Andromeda,Andromeda polifolia L.,Andromeda polifolia,DWC_ARCHIVE,2022-03-15T19:06:22.613Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Andromeda polifolia L.,LC
352,3408202471,,,84477382,,CC_BY_NC_4_0,2021-11-02T07:33:17Z,https://www.inaturalist.org/observations/84477382,,billsherwonit,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,,https://www.inaturalist.org/observations/84477382,84477382,,billsherwonit,,,PRESENT,,,,,,,,,,,,2021-06-25 14:00:08,22:00:08Z,,,2021,6,25,Fri Jun 25 2021 14:00:08 GMT-0800 (AKDT),,,,US,Alaska,,,,"Chugach State Park, Anchorage, AK, US",,,,,61.13072,-149.643788,65,,,,,,,,186114110,,billsherwonit,2021-06-26 5:13:39,,,565693,,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Gagea,serotina,,SPECIES,,,,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-03-15T19:06:22.627Z,,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5299766,5299766,6,7707728,196,1172,7699,2751406,5299766,Gagea serotina,Gagea,Gagea serotina (L.) Ker Gawl.,Gagea serotina,DWC_ARCHIVE,2022-03-15T19:06:22.627Z,2022-03-15T15:37:03.857Z,FALSE,USA,United States,USA.2_1,Alaska,USA.2.3_1,Anchorage,Gagea serotina (L.) Ker Gawl.,NE
